DACP_Place_IDNumber,Total_populatio_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,DAC_Population,Percent_white_not_hispanic,Percent_latino,Pop_difference
655506,560,375,18,542,38,66.96428571428571,3.214285714285714,522
655528,398,358,35,363,235,89.9497487437186,8.793969849246231,163
655728,1483,257,1176,307,1191,17.329737019554955,79.29871881321645,292
655751,3022,495,2443,579,3114,16.379880873593645,80.84050297816016,-92
655842,4922,656,3932,990,2879,13.327915481511582,79.88622511174319,2043
656042,2723,1838,716,2007,52,67.49908189496878,26.294528094013952,2671
656120,2082,664,1189,893,2041,31.892411143131604,57.10854947166186,41
656140,866,681,57,809,592,78.63741339491916,6.581986143187067,274
656182,836,689,0,836,0,82.41626794258373,0,836
656196,998,792,74,924,41,79.35871743486975,7.414829659318638,957
656294,420,376,5,415,23,89.52380952380953,1.1904761904761905,397
656518,1627,1297,114,1513,1599,79.71727105101414,7.006760909649662,28
656854,1272,1199,0,1272,77,94.26100628930818,0,1195
656868,1043,491,485,558,317,47.07574304889741,46.50047938638543,726
657011,476,401,63,413,23,84.24369747899159,13.23529411764706,453
657036,413,366,0,413,126,88.61985472154964,0,287
657070,2873,1390,1320,1553,2243,48.38148277062304,45.94500522102332,630
657134,560,375,18,542,130,66.96428571428571,3.214285714285714,430
657240,2662,2207,322,2340,1890,82.9075882794891,12.096168294515403,772
657330,763,651,51,712,1237,85.3211009174312,6.684141546526867,-474
657372,1544,172,1356,188,2078,11.139896373056994,87.8238341968912,-534
657512,3644,254,3390,254,3769,6.970362239297476,93.02963776070253,-125
657568,1350,225,1121,229,858,16.666666666666664,83.03703703703704,492
657834,682,610,26,656,1185,89.44281524926686,3.812316715542522,-503
657876,1522,667,498,1024,405,43.823915900131404,32.72010512483574,1117
657960,522,440,61,461,848,84.2911877394636,11.685823754789272,-326
658134,476,401,63,413,100,84.24369747899159,13.23529411764706,376
658191,2966,305,2069,897,2764,10.2832097100472,69.75724881995954,202
658422,560,375,18,542,8,66.96428571428571,3.214285714285714,552
658436,560,375,18,542,4,66.96428571428571,3.214285714285714,556
658478,1645,474,1171,474,693,28.814589665653497,71.1854103343465,952
658618,581,498,9,572,12,85.71428571428571,1.549053356282272,569
658814,508,401,99,409,280,78.93700787401575,19.488188976377952,228
659080,1017,809,130,887,1439,79.54768928220255,12.782694198623402,-422
659115,788,667,23,765,139,84.64467005076142,2.918781725888325,649
659290,1375,126,1219,156,232,9.163636363636364,88.65454545454546,1143
659604,2723,1838,716,2007,2300,67.49908189496878,26.294528094013952,423
659668,2047,557,980,1067,128,27.21055202735711,47.87493893502687,1919
659896,1897,1714,158,1739,1601,90.35318924617818,8.328940432261465,296
659906,1201,978,77,1124,52,81.43213988343048,6.411323896752706,1149
660088,1078,937,141,937,1132,86.92022263450835,13.079777365491651,-54
660592,684,524,153,531,278,76.60818713450293,22.36842105263158,406
660606,3128,17,2961,167,3006,0.5434782608695652,94.6611253196931,122
661012,605,91,509,96,659,15.041322314049587,84.13223140495867,-54
661096,1300,297,998,302,3881,22.846153846153847,76.76923076923077,-2581
661106,1056,414,574,482,922,39.20454545454545,54.35606060606061,134
661124,1039,887,106,933,309,85.37054860442733,10.202117420596728,730
662168,804,309,421,383,355,38.43283582089552,52.363184079601986,449
662200,1307,1103,108,1199,0,84.39173680183627,8.26319816373374,1307
662496,850,72,635,215,192,8.470588235294118,74.70588235294117,658
662700,2075,276,1095,980,2832,13.301204819277107,52.77108433734939,-757
663106,2106,1442,329,1777,1195,68.4710351377018,15.622032288698955,911
663134,1131,956,55,1076,126,84.52696728558797,4.862953138815207,1005
663148,1039,686,146,893,436,66.02502406159769,14.051973051010588,603
664252,686,653,17,669,59,95.18950437317784,2.478134110787172,627
664294,1393,620,695,698,3867,44.50825556353195,49.89231873653984,-2474
664308,3439,890,2489,950,757,25.87961616749055,72.37569060773481,2682
664476,2173,1098,989,1184,647,50.52922227335481,45.51311550851357,1526
665112,0,0,0,0,355,NaN,NaN,-355
667126,3286,179,3107,179,4010,5.447352404138771,94.55264759586123,-724
668140,1303,110,1173,130,243,8.44205679201842,90.02302379125095,1060
668266,2516,905,1556,960,2638,35.9697933227345,61.84419713831478,-122
668434,1117,735,349,768,477,65.8012533572068,31.24440465532677,640
670028,1965,357,1352,613,1164,18.16793893129771,68.80407124681935,801
670322,2186,735,1255,931,1212,33.62305580969808,57.41079597438243,974
670336,413,366,0,413,74,88.61985472154964,0,339
670728,730,607,36,694,1597,83.15068493150685,4.931506849315069,-867
670798,1242,413,569,673,1214,33.25281803542673,45.81320450885668,28
670966,476,401,63,413,26,84.24369747899159,13.23529411764706,450
671078,859,332,527,332,437,38.64959254947614,61.35040745052387,422
671372,1257,1169,79,1178,516,92.99920445505171,6.284805091487669,741
671680,492,389,37,455,22,79.0650406504065,7.520325203252034,470
671774,450,410,2,448,418,91.11111111111111,0.4444444444444444,32
671848,450,410,2,448,133,91.11111111111111,0.4444444444444444,317
671932,231,127,18,213,0,54.97835497835498,7.792207792207792,231
672086,1545,945,490,1055,276,61.165048543689316,31.715210355987054,1269
672282,1851,1515,205,1646,143,81.84764991896273,11.075094543490005,1708
672338,1624,406,1019,605,661,25,62.74630541871922,963
672380,827,515,279,548,871,62.27327690447401,33.736396614268436,-44
672408,956,544,374,582,116,56.903765690376574,39.12133891213389,840
672492,598,585,0,598,80,97.82608695652173,0,518
672954,1604,24,1301,303,2464,1.4962593516209477,81.10972568578553,-860
673388,903,599,276,627,1680,66.33444075304541,30.564784053156146,-777
673654,392,338,54,338,0,86.22448979591837,13.77551020408163,392
673690,1050,1015,17,1033,1000,96.66666666666667,1.6190476190476188,50
673710,1003,673,310,693,502,67.098703888335,30.907278165503488,501
673815,1077,1019,0,1077,372,94.61467038068709,0,705
675168,836,689,0,836,0,82.41626794258373,0,836
675252,1041,179,848,193,1301,17.195004803073967,81.46013448607108,-260
675280,2286,361,1925,361,3626,15.791776027996502,84.20822397200351,-1340
675322,444,350,47,397,228,78.82882882882883,10.585585585585585,216
675588,560,375,18,542,0,66.96428571428571,3.214285714285714,560
675592,560,375,18,542,0,66.96428571428571,3.214285714285714,560
675596,560,375,18,542,9,66.96428571428571,3.214285714285714,551
675672,1763,205,1538,225,813,11.627906976744185,87.23766307430516,950
677392,1870,1501,231,1639,2271,80.2673796791444,12.352941176470589,-401
677595,922,81,679,243,1398,8.785249457700651,73.64425162689805,-476
678050,492,389,37,455,115,79.0650406504065,7.520325203252034,377
678106,952,679,250,702,397,71.32352941176471,26.260504201680675,555
678126,1586,1381,178,1408,1505,87.07440100882724,11.223203026481714,81
678176,1366,1165,125,1241,115,85.28550512445095,9.150805270863836,1251
678288,3461,406,2769,692,2912,11.730713666570356,80.00577867668304,549
678336,1335,129,1160,175,1823,9.662921348314606,86.89138576779027,-488
678470,1068,745,218,850,6911,69.7565543071161,20.411985018726593,-5843
678568,1154,349,728,426,748,30.24263431542461,63.084922010398614,406
678652,526,0,504,22,51,0,95.81749049429658,475
678715,601,532,24,577,132,88.51913477537437,3.9933444259567388,469
678750,2993,337,2605,388,2327,11.259605746742398,87.03641830938858,666
678792,836,689,0,836,12,82.41626794258373,0,824
678890,753,496,138,615,155,65.86985391766268,18.326693227091635,598
678949,718,162,556,162,387,22.56267409470752,77.43732590529248,331
679030,493,267,226,267,123,54.15821501014199,45.84178498985801,370
680266,595,145,450,145,897,24.369747899159663,75.63025210084034,-302
680280,818,85,664,154,910,10.39119804400978,81.17359413202934,-92
680448,526,397,21,505,236,75.47528517110266,3.9923954372623576,290
680476,453,386,7,446,239,85.20971302428256,1.545253863134658,214
680483,856,719,35,821,211,83.99532710280374,4.0887850467289715,645
680515,420,376,5,415,0,89.52380952380953,1.1904761904761905,420
680686,1368,555,796,572,1029,40.57017543859649,58.187134502923975,339
680784,943,804,110,833,176,85.25980911983034,11.664899257688228,767
680882,2114,755,1288,826,17,35.714285714285715,60.9271523178808,2097
680896,878,781,97,781,949,88.95216400911163,11.047835990888382,-71
680952,836,689,0,836,0,82.41626794258373,0,836
681302,3014,1112,641,2373,6735,36.894492368944924,21.26741871267419,-3721
681312,1694,369,1251,443,0,21.782762691853602,73.84887839433294,1694
681358,1510,792,353,1157,755,52.45033112582781,23.37748344370861,755
681722,1024,787,155,869,717,76.85546875,15.13671875,307
681778,1808,1263,204,1604,167,69.85619469026548,11.283185840707963,1641
681792,1366,1013,280,1086,292,74.15812591508053,20.497803806734993,1074
681925,420,376,5,415,0,89.52380952380953,1.1904761904761905,420
682334,680,578,101,579,92,85,14.852941176470589,588
682422,88,6,40,48,59,6.8181818181818175,45.45454545454545,29
682562,1338,968,357,981,605,72.34678624813155,26.681614349775785,733
682786,1397,983,357,1040,161,70.36506800286327,25.554760200429495,1236
683094,1332,975,166,1166,0,73.1981981981982,12.462462462462462,1332
