GEOID,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,OBJECTID
15000US060290060061,1474,1243,159,1315,3358
15000US060290060062,1019,888,124,895,3359
15000US060290060063,1271,1001,194,1077,3360
15000US060290060071,1180,669,434,746,3361
15000US060290060072,3114,2798,256,2858,3362
15000US060290060073,1245,838,376,869,3363
15000US060290060081,685,504,97,588,3364
15000US060290060082,1263,1018,38,1225,3365
15000US060290060083,2239,1754,374,1865,3366
15000US060290060084,1901,1547,205,1696,3367
15000US060290061001,1342,791,432,910,3368
15000US060290061002,2422,1544,747,1675,3369
15000US060290061003,2775,1877,730,2045,3370
15000US060290061004,1766,738,662,1104,3371
15000US060290062011,3110,777,2279,831,3372
15000US060290062021,7757,311,7359,398,3373
15000US060290063011,1874,216,1581,293,3374
15000US060290063012,2158,242,1844,314,3375
15000US060290063031,2858,416,2365,493,3376
15000US060290063032,3410,51,3321,89,3377
15000US060290063041,1663,92,1557,106,3378
15000US060290063042,1635,105,1508,127,3379
15000US060290063043,1007,106,901,106,3380
15000US060290064011,1282,76,1147,135,3381
15000US060290064012,1644,0,1644,0,3382
15000US060290064013,1636,87,1539,97,3383
15000US060290064014,2282,51,2201,81,3384
15000US060290064015,1418,39,1379,39,3385
15000US060290064031,1712,92,1609,103,3386
15000US060290064032,1910,60,1844,66,3387
15000US060290064033,1812,91,1669,143,3388
15000US060290064034,901,19,882,19,3389
15000US060290064041,1757,28,1712,45,3390
15000US060290064042,1401,92,1309,92,3391
15000US060290065001,837,655,120,717,3392
15000US060290065002,2047,557,980,1067,3393
15000US060290065003,793,456,264,529,3394
15000US060310001001,757,432,283,474,3395
15000US060310001002,1214,673,431,783,3396
15000US060310001003,1112,732,342,770,3397
15000US060310002001,1387,939,425,962,3398
15000US060310002002,953,343,496,457,3399
15000US060310003001,3286,1660,601,2685,3400
15000US060310003002,3258,1524,858,2400,3401
15000US060310004021,1431,820,593,838,3402
15000US060310004022,2354,808,750,1604,3403
15000US060310004023,2403,1208,849,1554,3404
15000US060310004031,1649,509,957,692,3405
15000US060310004032,2891,1216,1087,1804,3406
15000US060310004033,881,251,169,712,3407
15000US060310004041,2052,871,629,1423,3408
15000US060310004042,750,456,41,709,3409
15000US060310004043,1964,542,981,983,3410
15000US060310004044,2886,1574,920,1966,3411
15000US060310004045,1965,788,957,1008,3412
15000US060310004051,2270,968,965,1305,3413
15000US060310004052,1045,489,335,710,3414
15000US060310004053,1442,549,804,638,3415
15000US060310004054,1732,209,1369,363,3416
15000US060310005001,774,364,329,445,3417
15000US060310005002,705,384,286,419,3418
15000US060310005003,2058,207,1748,310,3419
15000US060310005004,1563,566,637,926,3420
15000US060310006011,8123,3660,2999,5124,3421
15000US060310006012,2032,853,806,1226,3422
15000US060310006021,1425,887,427,998,3423
15000US060310006022,2030,859,548,1482,3424
15000US060310006023,953,672,234,719,3425
15000US060310006024,637,592,45,592,3426
15000US060310007011,1966,1096,837,1129,3427
15000US060310007012,1691,1262,373,1318,3428
15000US060310007013,1243,557,493,750,3429
15000US060310007014,1368,815,360,1008,3430
15000US060310007021,1514,1003,316,1198,3431
15000US060310007022,2825,1035,1694,1131,3432
15000US060310008001,766,543,211,555,3433
15000US060310008002,2284,827,1340,944,3434
15000US060310008003,1005,303,692,313,3435
15000US060310008004,411,182,202,209,3436
15000US060310009001,636,399,215,421,3437
15000US060310009002,1224,535,689,535,3438
15000US060310009003,1074,667,322,752,3439
15000US060310009004,1839,459,1064,775,3440
15000US060310009005,2293,211,1997,296,3441
15000US060310009006,480,145,260,220,3442
15000US060310009007,653,154,347,306,3443
15000US060310010011,618,362,178,440,3444
15000US060310010012,3464,1720,1154,2310,3445
15000US060310010021,1547,524,747,800,3446
15000US060310010022,1416,170,1174,242,3447
15000US060310010023,1748,528,1057,691,3448
15000US060310010031,3563,853,2374,1189,3449
15000US060310010032,2522,735,1627,895,3450
15000US060310011001,1307,202,899,408,3451
15000US060310011002,2750,373,1995,755,3452
15000US060310011003,1716,182,1440,276,3453
15000US060310011004,1219,223,879,340,3454
15000US060310012001,1125,505,602,523,3455
15000US060310012002,1494,817,647,847,3456
15000US060310013001,2560,318,2210,350,3457
15000US060310013002,2422,185,1875,547,3458
15000US060310014011,2986,202,2728,258,3459
15000US060310014021,930,172,747,183,3460
15000US060310014022,1496,258,1205,291,3461
15000US060310015001,1604,470,1077,527,3462
15000US060310015002,1194,23,1089,105,3463
15000US060310015003,778,289,417,361,3464
15000US060310015004,747,197,520,227,3465
15000US060310016011,1825,80,1730,95,3466
15000US060310016012,1350,230,597,753,3467
15000US060310016013,1041,179,848,193,3468
15000US060310016021,9965,2317,4995,4970,3469
15000US060310017011,3510,305,3205,305,3470
15000US060310017012,1485,133,1352,133,3471
15000US060310017013,1451,56,1395,56,3472
15000US060310017014,2505,111,2381,124,3473
15000US060310017015,30,0,30,0,3474
15000US060319818001,4639,1019,2375,2264,3475
15000US060330001001,1510,792,353,1157,3476
15000US060330001002,1907,1622,151,1756,3477
15000US060330003001,1249,942,148,1101,3478
15000US060330003002,2294,1834,410,1884,3479
15000US060330004001,1329,1165,160,1169,3480
15000US060330004002,1423,1226,121,1302,3481
15000US060330004003,1276,754,464,812,3482
15000US060330004004,610,532,59,551,3483
15000US060330004005,577,505,0,577,3484
15000US060330005011,1161,831,296,865,3485
15000US060330005012,1947,1084,409,1538,3486
15000US060330005013,418,277,123,295,3487
15000US060330005021,1501,1061,173,1328,3488
15000US060330005022,662,525,0,662,3489
15000US060330006001,706,617,70,636,3490
15000US060330006002,943,856,45,898,3491
15000US060330006003,744,601,76,668,3492
15000US060330006004,383,252,0,383,3493
15000US060330006005,1050,1015,17,1033,3494
15000US060330007011,1850,1336,210,1640,3495
15000US060330007012,2501,1565,522,1979,3496
15000US060330007021,2048,1432,471,1577,3497
15000US060330007022,1766,1088,588,1178,3498
15000US060330007023,32,22,10,22,3499
15000US060330008011,1436,683,582,854,3500
15000US060330008012,1443,1019,300,1143,3501
15000US060330008021,1823,1107,425,1398,3502
15000US060330008022,1231,753,297,934,3503
15000US060330008023,1051,688,312,739,3504
15000US060330009001,2387,1771,446,1941,3505
15000US060330009002,851,814,0,851,3506
15000US060330009003,3348,2457,786,2562,3507
15000US060330010001,686,272,289,397,3508
15000US060330010002,859,513,151,708,3509
15000US060330010003,982,548,243,739,3510
15000US060330010004,735,287,448,287,3511
15000US060330010005,2141,1208,848,1293,3512
15000US060330010006,975,630,329,646,3513
15000US060330011001,1639,1382,185,1454,3514
15000US060330011002,1955,1616,210,1745,3515
15000US060330012001,1267,995,262,1005,3516
15000US060330012002,1367,1073,172,1195,3517
15000US060330012003,710,639,41,669,3518
15000US060330013001,306,306,0,306,3519
15000US060330013002,1651,1078,225,1426,3520
15000US060330013003,789,551,216,573,3521
15000US060330013004,3613,3089,431,3182,3522
15000US060330013005,944,888,12,932,3523
15000US060350401001,297,228,25,272,3524
15000US060350401002,714,690,14,700,3525
15000US060350401003,352,316,30,322,3526
15000US060350402001,855,803,3,852,3527
15000US060350402002,1418,1071,186,1232,3528
15000US060350402003,565,423,132,433,3529
15000US060350403021,1243,1060,113,1130,3530
15000US060350403022,1523,1337,108,1415,3531
15000US060350403023,1409,1157,151,1258,3532
15000US060350403031,1390,1127,135,1255,3533
15000US060350403032,653,590,29,624,3534
15000US060350403033,841,707,72,769,3535
15000US060350403041,642,498,12,630,3536
15000US060350403042,884,678,42,842,3537
15000US060350403051,1405,1063,167,1238,3538
15000US060350403052,692,609,5,687,3539
15000US060350403053,1194,952,51,1143,3540
15000US060350404001,1190,1033,114,1076,3541
15000US060350404002,7968,1885,3463,4505,3542
15000US060350405001,1458,1330,63,1395,3543
15000US060350405002,586,571,0,586,3544
15000US060350405003,1392,1233,122,1270,3545
15000US060350406001,866,681,57,809,3546
15000US060350406002,1739,446,770,969,3547
15000US060350406003,669,613,16,653,3548
15000US060371011101,1785,1161,507,1278,3549
15000US060371011102,1770,634,944,826,3550
15000US060371011103,1112,777,191,921,3551
15000US060371011221,2169,1681,312,1857,3552
15000US060371011222,1132,836,111,1021,3553
15000US060371012101,2720,797,1757,963,3554
15000US060371012102,3071,1517,1168,1903,3555
15000US060371012201,1035,622,327,708,3556
15000US060371012202,2132,1082,521,1611,3557
15000US060371013001,1380,1235,47,1333,3558
15000US060371013002,1165,888,21,1144,3559
15000US060371013003,837,657,155,682,3560
15000US060371013004,856,694,131,725,3561
15000US060371014001,1066,488,428,638,3562
15000US060371014002,1797,1252,298,1499,3563
15000US060371014003,1368,731,294,1074,3564
15000US060371021031,1870,1445,323,1547,3565
15000US060371021041,2426,1737,186,2240,3566
15000US060371021042,1152,925,194,958,3567
15000US060371021051,805,192,549,256,3568
15000US060371021052,1144,229,768,376,3569
15000US060371021071,2814,1503,840,1974,3570
15000US060371021072,1136,764,261,875,3571
15000US060371031011,1557,1080,287,1270,3572
15000US060371031012,1177,706,444,733,3573
15000US060371031021,584,426,105,479,3574
15000US060371031022,788,479,285,503,3575
15000US060371031023,1246,516,366,880,3576
15000US060371031024,736,495,152,584,3577
15000US060371031025,1278,754,268,1010,3578
15000US060371032001,2167,811,871,1296,3579
15000US060371032002,1687,1186,343,1344,3580
15000US060371032003,2339,1074,966,1373,3581
15000US060371033001,1636,1362,193,1443,3582
15000US060371033002,1501,1190,43,1458,3583
15000US060371034001,1857,879,534,1323,3584
15000US060371034002,996,417,455,541,3585
15000US060371034003,583,451,87,496,3586
15000US060371034004,831,660,149,682,3587
15000US060371034005,2275,1362,354,1921,3588
15000US060371041031,2031,245,1471,560,3589
15000US060371041032,1830,92,1105,725,3590
15000US060371041051,1785,211,1162,623,3591
15000US060371041052,4094,204,3406,688,3592
15000US060371041081,1315,31,1042,273,3593
15000US060371041082,2111,98,1709,402,3594
15000US060371041083,1469,47,1124,345,3595
15000US060371041241,1988,215,1626,362,3596
15000US060371041242,1602,491,627,975,3597
15000US060371041243,789,369,241,548,3598
15000US060371042011,1354,11,1184,170,3599
15000US060371042012,1841,23,1605,236,3600
15000US060371042013,1429,0,1233,196,3601
15000US060371042031,2577,14,2264,313,3602
15000US060371042032,2303,0,2062,241,3603
15000US060371042041,1743,205,1257,486,3604
15000US060371042042,1674,201,1254,420,3605
15000US060371043101,1448,9,1289,159,3606
15000US060371043102,2227,15,2122,105,3607
15000US060371043103,1299,28,1218,81,3608
15000US060371043201,2831,61,2523,308,3609
15000US060371043202,979,7,871,108,3610
15000US060371043203,1169,42,1088,81,3611
15000US060371043204,815,0,720,95,3612
15000US060371044011,1600,40,1560,40,3613
15000US060371044012,2233,22,2211,22,3614
15000US060371044031,1883,65,1777,106,3615
15000US060371044032,1049,0,1049,0,3616
15000US060371044041,1032,31,947,85,3617
15000US060371044042,1890,20,1697,193,3618
15000US060371045001,738,0,738,0,3619
15000US060371045002,2184,34,2144,40,3620
15000US060371046101,2208,41,2163,45,3621
15000US060371046102,1129,19,1070,59,3622
15000US060371046201,1041,13,1028,13,3623
15000US060371046202,2370,34,2316,54,3624
15000US060371047011,1655,0,1564,91,3625
15000US060371047012,1616,6,1513,103,3626
15000US060371047013,757,0,731,26,3627
15000US060371047031,1177,25,1124,53,3628
15000US060371047032,1162,56,1064,98,3629
15000US060371047041,4140,237,3187,953,3630
15000US060371048101,1071,35,1024,47,3631
15000US060371048102,1152,30,1104,48,3632
15000US060371048103,3811,111,3610,201,3633
15000US060371048211,2023,116,1648,375,3634
15000US060371048212,1128,5,1108,20,3635
15000US060371048221,2477,105,2146,331,3636
15000US060371060101,3334,452,2541,793,3637
15000US060371060201,2812,264,2458,354,3638
15000US060371060202,3511,563,2759,752,3639
15000US060371061111,1782,619,993,789,3640
15000US060371061112,3012,636,1936,1076,3641
15000US060371061121,1901,248,1572,329,3642
15000US060371061122,3960,745,2638,1322,3643
15000US060371061131,2174,303,1611,563,3644
15000US060371061132,1328,133,1086,242,3645
15000US060371061141,5135,350,4233,902,3646
15000US060371061142,1316,6,1236,80,3647
15000US060371064031,1467,198,1245,222,3648
15000US060371064032,1161,27,1103,58,3649
15000US060371064033,981,79,894,87,3650
15000US060371064051,1402,240,1083,319,3651
15000US060371064052,1679,427,1022,657,3652
15000US060371064053,1183,63,1054,129,3653
15000US060371064061,3375,674,2225,1150,3654
15000US060371064062,769,186,537,232,3655
15000US060371064063,1364,161,878,486,3656
15000US060371064071,1997,249,1438,559,3657
15000US060371064072,1080,184,761,319,3658
15000US060371064081,2737,105,2406,331,3659
15000US060371064082,907,11,811,96,3660
15000US060371065101,2040,180,1534,506,3661
15000US060371065102,1323,321,947,376,3662
15000US060371065103,1815,427,1044,771,3663
15000US060371065201,2349,324,1967,382,3664
15000US060371065202,1868,243,1588,280,3665
15000US060371065203,1399,70,1266,133,3666
15000US060371066031,1618,779,352,1266,3667
15000US060371066032,1635,970,142,1493,3668
15000US060371066041,300,44,256,44,3669
15000US060371066042,2382,250,2011,371,3670
15000US060371066043,1061,31,1030,31,3671
15000US060371066044,1127,49,984,143,3672
15000US060371066411,2196,1364,292,1904,3673
15000US060371066421,1138,500,170,968,3674
15000US060371066422,869,516,290,579,3675
15000US060371066423,1223,523,502,721,3676
15000US060371066431,3173,1747,278,2895,3677
15000US060371066432,876,659,110,766,3678
15000US060371066433,690,481,105,585,3679
15000US060371066451,1369,1076,224,1145,3680
15000US060371066452,1967,1287,192,1775,3681
15000US060371066461,2010,1272,149,1861,3682
15000US060371066462,1596,429,912,684,3683
15000US060371066481,3064,60,2978,86,3684
15000US060371066482,1126,77,1049,77,3685
15000US060371066491,1092,41,857,235,3686
15000US060371066492,1613,219,891,722,3687
15000US060371070101,3165,108,2992,173,3688
15000US060371070201,4615,139,4094,521,3689
15000US060371070202,1003,15,846,157,3690
15000US060371081011,2462,1472,321,2141,3691
15000US060371081021,3686,2128,288,3398,3692
15000US060371081031,1503,972,39,1464,3693
15000US060371081032,1442,986,61,1381,3694
15000US060371081041,1992,1301,99,1893,3695
15000US060371082011,2581,1033,136,2445,3696
15000US060371082012,3246,940,202,3044,3697
15000US060371082021,6270,2364,568,5702,3698
15000US060371091001,909,255,505,404,3699
15000US060371091002,1848,328,1218,630,3700
15000US060371092001,801,220,546,255,3701
15000US060371092002,991,354,316,675,3702
15000US060371092003,1012,497,189,823,3703
15000US060371093001,1015,229,493,522,3704
15000US060371093002,1581,563,670,911,3705
15000US060371093003,879,238,405,474,3706
15000US060371094001,1066,28,915,151,3707
15000US060371094002,892,170,591,301,3708
15000US060371094003,1476,271,1179,297,3709
15000US060371095001,1395,134,1246,149,3710
15000US060371095002,1765,34,1605,160,3711
15000US060371095003,1632,98,1515,117,3712
15000US060371096011,1106,181,795,311,3713
15000US060371096012,1015,209,583,432,3714
15000US060371096013,1747,180,1423,324,3715
15000US060371096014,1520,132,1184,336,3716
15000US060371096031,1156,188,856,300,3717
15000US060371096032,1721,238,1303,418,3718
15000US060371096033,1217,422,519,698,3719
15000US060371096041,878,187,492,386,3720
15000US060371096042,1239,324,765,474,3721
15000US060371096043,973,222,677,296,3722
15000US060371097001,1548,183,1207,341,3723
15000US060371097002,1806,725,635,1171,3724
15000US060371097003,1008,414,444,564,3725
15000US060371098001,1328,406,718,610,3726
15000US060371098002,1069,188,795,274,3727
15000US060371098003,1391,477,689,702,3728
15000US060371098004,1312,230,825,487,3729
15000US060371111001,1843,719,763,1080,3730
15000US060371111002,1212,518,495,717,3731
15000US060371112011,981,382,476,505,3732
15000US060371112012,1635,579,598,1037,3733
15000US060371112013,690,380,276,414,3734
15000US060371112021,1656,669,541,1115,3735
15000US060371112022,1613,880,292,1321,3736
15000US060371112023,2182,826,780,1402,3737
15000US060371112041,2454,1575,359,2095,3738
15000US060371112042,2305,1280,122,2183,3739
15000US060371112043,1549,919,485,1064,3740
15000US060371112051,1895,362,321,1574,3741
15000US060371112052,866,305,255,611,3742
15000US060371112053,1508,536,356,1152,3743
15000US060371112061,927,550,214,713,3744
15000US060371112062,1003,674,156,847,3745
15000US060371112063,823,453,89,734,3746
15000US060371112064,783,487,162,621,3747
15000US060371112065,1206,410,106,1100,3748
15000US060371113011,1197,517,388,809,3749
15000US060371113012,1694,287,643,1051,3750
15000US060371113013,2916,906,1183,1733,3751
15000US060371113014,1366,272,671,695,3752
15000US060371113021,1616,1042,141,1475,3753
15000US060371113022,3697,1848,848,2849,3754
15000US060371114001,2708,849,868,1840,3755
15000US060371114002,2432,925,1098,1334,3756
15000US060371114003,2799,1002,960,1839,3757
15000US060371131011,1719,997,220,1499,3758
15000US060371131012,1963,1224,475,1488,3759
15000US060371131021,1669,969,261,1408,3760
15000US060371131022,1436,1064,216,1220,3761
15000US060371132111,1895,1137,411,1484,3762
15000US060371132112,1993,1482,144,1849,3763
15000US060371132121,1260,653,295,965,3764
15000US060371132122,2089,922,506,1583,3765
15000US060371132131,2755,1273,511,2244,3766
15000US060371132132,1990,695,751,1239,3767
15000US060371132311,1602,1124,153,1449,3768
15000US060371132312,637,295,69,568,3769
15000US060371132321,2059,1506,248,1811,3770
15000US060371132322,2033,889,288,1745,3771
15000US060371132331,1679,126,1041,638,3772
15000US060371132332,3122,719,1943,1179,3773
15000US060371132333,3305,840,1837,1468,3774
15000US060371132341,1058,560,265,793,3775
15000US060371132342,3596,633,1974,1622,3776
15000US060371132351,1815,1094,430,1385,3777
15000US060371132371,2646,1440,701,1945,3778
15000US060371132372,1191,536,257,934,3779
15000US060371133011,607,502,44,563,3780
15000US060371133012,1790,935,382,1408,3781
15000US060371133031,2223,1172,337,1886,3782
15000US060371133032,1887,774,850,1037,3783
15000US060371133211,3989,1091,1528,2461,3784
15000US060371133212,1672,764,248,1424,3785
15000US060371133221,1962,780,663,1299,3786
15000US060371133222,2214,1186,427,1787,3787
15000US060371134011,1927,693,708,1219,3788
15000US060371134012,1685,586,974,711,3789
15000US060371134013,2083,681,868,1215,3790
15000US060371134211,1967,306,1355,612,3791
15000US060371134212,2154,767,901,1253,3792
15000US060371134213,2497,552,1362,1135,3793
15000US060371134221,1658,560,638,1020,3794
15000US060371134222,2291,388,1546,745,3795
15000US060371134223,1407,495,701,706,3796
15000US060371134224,1160,403,494,666,3797
15000US060371151011,1911,886,466,1445,3798
15000US060371151012,2031,1225,265,1766,3799
15000US060371151013,1268,721,313,955,3800
15000US060371151031,3530,1148,1195,2335,3801
15000US060371151041,769,587,139,630,3802
15000US060371151042,3526,825,1138,2388,3803
15000US060371152011,2621,1041,773,1848,3804
15000US060371152012,1650,911,385,1265,3805
15000US060371152013,2563,1008,687,1876,3806
15000US060371152021,1756,818,380,1376,3807
15000US060371152022,2013,547,834,1179,3808
15000US060371152023,1283,506,430,853,3809
15000US060371153011,1362,562,320,1042,3810
15000US060371153012,2841,1616,584,2257,3811
15000US060371153021,4357,604,3111,1246,3812
15000US060371154011,2793,1004,1009,1784,3813
15000US060371154012,3192,1085,1675,1517,3814
15000US060371154031,3644,875,1967,1677,3815
15000US060371154041,1453,254,875,578,3816
15000US060371154042,1552,451,830,722,3817
15000US060371171011,2032,191,573,1459,3818
15000US060371171012,3099,302,1706,1393,3819
15000US060371171021,1244,244,809,435,3820
15000US060371171022,1582,431,905,677,3821
15000US060371172011,3319,349,2514,805,3822
15000US060371172012,1307,387,619,688,3823
15000US060371172021,1574,455,515,1059,3824
15000US060371172022,1020,261,482,538,3825
15000US060371173011,1665,797,473,1192,3826
15000US060371173012,1379,521,658,721,3827
15000US060371173013,900,417,277,623,3828
15000US060371173021,953,473,124,829,3829
15000US060371173022,1418,678,536,882,3830
15000US060371173023,783,469,163,620,3831
15000US060371173024,2136,769,531,1605,3832
15000US060371173031,2003,846,751,1252,3833
15000US060371173032,1517,547,724,793,3834
15000US060371174041,1697,707,715,982,3835
15000US060371174042,1104,534,341,763,3836
15000US060371174043,1725,505,794,931,3837
15000US060371174051,3615,145,3338,277,3838
15000US060371174071,3829,56,3656,173,3839
15000US060371174081,3270,155,2575,695,3840
15000US060371175101,3834,138,3357,477,3841
15000US060371175201,4102,138,3460,642,3842
15000US060371175301,2551,110,2085,466,3843
15000US060371175302,3918,234,2985,933,3844
15000US060371190011,1964,272,1237,727,3845
15000US060371190012,926,111,591,335,3846
15000US060371190013,1295,43,1105,190,3847
15000US060371190021,1321,12,1252,69,3848
15000US060371190022,1572,67,1397,175,3849
15000US060371190023,1016,107,707,309,3850
15000US060371190024,1504,136,1105,399,3851
15000US060371190025,1381,82,1265,116,3852
15000US060371192011,807,74,670,137,3853
15000US060371192012,1316,61,1111,205,3854
15000US060371192013,1984,83,1792,192,3855
15000US060371192021,712,24,503,209,3856
15000US060371192022,1012,153,809,203,3857
15000US060371192023,969,33,826,143,3858
15000US060371192024,1673,130,1369,304,3859
15000US060371193101,2213,204,1594,619,3860
15000US060371193102,1874,367,1272,602,3861
15000US060371193201,4824,142,3490,1334,3862
15000US060371193401,3965,20,3789,176,3863
15000US060371193411,2767,229,1618,1149,3864
15000US060371193421,3275,72,2636,639,3865
15000US060371194001,787,54,687,100,3866
15000US060371194002,1712,25,1574,138,3867
15000US060371194003,1062,136,872,190,3868
15000US060371194004,1714,148,1446,268,3869
15000US060371197001,1322,638,289,1033,3870
15000US060371197002,1679,233,712,967,3871
15000US060371197003,1865,255,1323,542,3872
15000US060371198001,1016,57,893,123,3873
15000US060371198002,1551,63,1234,317,3874
15000US060371198003,1119,27,934,185,3875
15000US060371198004,1897,128,1387,510,3876
15000US060371198005,557,73,409,148,3877
15000US060371199001,1468,90,1262,206,3878
15000US060371199002,2130,175,1357,773,3879
15000US060371199003,491,151,206,285,3880
15000US060371199004,1011,71,727,284,3881
15000US060371200101,1720,149,1355,365,3882
15000US060371200102,1023,90,660,363,3883
15000US060371200201,2864,106,2350,514,3884
15000US060371200202,1597,0,1063,534,3885
15000US060371200301,2520,59,2136,384,3886
15000US060371201031,3356,44,3211,145,3887
15000US060371201041,2384,184,1618,766,3888
15000US060371201051,2066,112,1781,285,3889
15000US060371201052,883,87,424,459,3890
15000US060371201061,4785,83,3997,788,3891
15000US060371201071,3863,99,3437,426,3892
15000US060371201081,1989,192,1500,489,3893
15000US060371201082,2792,198,2339,453,3894
15000US060371203001,722,197,214,508,3895
15000US060371203002,1631,212,946,685,3896
15000US060371203003,1212,195,796,416,3897
15000US060371203004,2033,147,1420,613,3898
15000US060371204001,3356,704,1924,1432,3899
15000US060371204002,826,25,444,382,3900
15000US060371204003,1693,78,1288,405,3901
15000US060371204004,1291,224,721,570,3902
15000US060371210101,1148,303,845,303,3903
15000US060371210102,1197,407,386,811,3904
15000US060371210103,1275,399,781,494,3905
15000US060371210104,801,143,547,254,3906
15000US060371210201,1168,213,946,222,3907
15000US060371210202,1700,494,1031,669,3908
15000US060371210203,941,220,588,353,3909
15000US060371211011,1223,244,759,464,3910
15000US060371211012,1861,343,1418,443,3911
15000US060371211021,721,252,444,277,3912
15000US060371211022,600,518,46,554,3913
15000US060371211023,1300,174,990,310,3914
15000US060371212101,2132,241,1512,620,3915
15000US060371212102,867,45,554,313,3916
15000US060371212211,708,37,640,68,3917
15000US060371212212,1584,205,1329,255,3918
15000US060371212221,4118,126,3622,496,3919
15000US060371212222,539,43,477,62,3920
15000US060371212223,850,75,696,154,3921
15000US060371216001,1872,664,778,1094,3922
15000US060371216002,886,436,145,741,3923
15000US060371218011,2256,334,1528,728,3924
15000US060371218012,1128,287,622,506,3925
15000US060371218021,1089,84,899,190,3926
15000US060371218022,1254,380,694,560,3927
15000US060371218023,1180,367,536,644,3928
15000US060371219001,1717,225,1354,363,3929
15000US060371219002,1311,154,1093,218,3930
15000US060371219003,976,374,539,437,3931
15000US060371220001,2229,1216,804,1425,3932
15000US060371220002,2630,999,1254,1376,3933
15000US060371220003,1287,405,638,649,3934
15000US060371221201,2277,265,1835,442,3935
15000US060371221202,2259,145,1996,263,3936
15000US060371221211,1712,158,1331,381,3937
15000US060371221212,1079,97,861,218,3938
15000US060371221221,475,13,462,13,3939
15000US060371221222,864,208,656,208,3940
15000US060371221223,1044,27,1017,27,3941
15000US060371222001,1503,82,1249,254,3942
15000US060371222002,2023,204,1608,415,3943
15000US060371222003,489,39,445,44,3944
15000US060371224101,2665,494,1946,719,3945
15000US060371224102,1102,29,986,116,3946
15000US060371224201,1150,222,776,374,3947
15000US060371224202,3462,424,2814,648,3948
15000US060371230101,2394,277,1977,417,3949
15000US060371230102,1703,54,1640,63,3950
15000US060371230201,2062,168,1706,356,3951
15000US060371230202,1653,64,1548,105,3952
15000US060371231031,1731,505,749,982,3953
15000US060371231032,2530,338,1818,712,3954
15000US060371231041,1210,208,886,324,3955
15000US060371231042,1914,254,1546,368,3956
15000US060371231043,1477,241,933,544,3957
15000US060371232031,1748,57,1575,173,3958
15000US060371232032,1260,286,760,500,3959
15000US060371232033,916,215,668,248,3960
15000US060371232041,2433,333,1934,499,3961
15000US060371232042,911,261,591,320,3962
15000US060371232051,1681,118,1404,277,3963
15000US060371232052,966,272,599,367,3964
15000US060371232061,3041,258,2623,418,3965
15000US060371233011,1516,330,956,560,3966
15000US060371233012,2126,770,462,1664,3967
15000US060371233013,654,221,349,305,3968
15000US060371233031,711,284,298,413,3969
15000US060371233032,2413,844,1246,1167,3970
15000US060371233041,2428,746,1486,942,3971
15000US060371233042,675,403,135,540,3972
15000US060371233043,1390,1052,250,1140,3973
15000US060371234101,3148,987,2014,1134,3974
15000US060371234102,1300,544,635,665,3975
15000US060371234201,2435,680,1519,916,3976
15000US060371234202,1107,453,464,643,3977
15000US060371234203,870,318,480,390,3978
15000US060371235101,3102,1340,1401,1701,3979
15000US060371235102,1979,854,806,1173,3980
15000US060371235201,2650,1009,1211,1439,3981
15000US060371236011,1071,506,493,578,3982
15000US060371236012,1740,1221,438,1302,3983
15000US060371236013,2445,1122,975,1470,3984
15000US060371236021,1977,971,737,1240,3985
15000US060371236022,572,332,183,389,3986
15000US060371236023,772,602,165,607,3987
15000US060371237001,481,317,109,372,3988
15000US060371237002,1365,1125,65,1300,3989
15000US060371237003,1278,715,168,1110,3990
15000US060371237004,905,809,12,893,3991
15000US060371238001,1742,801,745,997,3992
15000US060371238002,1996,1174,361,1635,3993
15000US060371238003,2113,1219,610,1503,3994
15000US060371239011,2963,570,2134,829,3995
15000US060371239012,404,324,80,324,3996
15000US060371239013,1064,774,267,797,3997
15000US060371239021,514,304,191,323,3998
15000US060371239022,2187,1100,495,1692,3999
15000US060371240001,1659,1324,131,1528,4000
15000US060371240002,1242,886,250,992,4001
15000US060371240003,1428,776,450,978,4002
15000US060371240004,932,630,97,835,4003
15000US060371241021,1815,340,1357,458,4004
15000US060371241022,959,294,351,608,4005
15000US060371241023,947,680,153,794,4006
15000US060371241031,722,182,486,236,4007
15000US060371241032,1333,136,961,372,4008
15000US060371241041,1865,440,1148,717,4009
15000US060371241042,718,149,537,181,4010
15000US060371241051,1263,422,707,556,4011
15000US060371241052,1221,401,705,516,4012
15000US060371242011,1101,334,610,491,4013
15000US060371242012,1128,513,483,645,4014
15000US060371242013,815,153,662,153,4015
15000US060371242031,974,273,645,329,4016
15000US060371242032,1677,432,1123,554,4017
15000US060371242041,1427,592,546,881,4018
15000US060371242042,1422,290,901,521,4019
15000US060371243001,963,237,633,330,4020
15000US060371243002,1500,361,1107,393,4021
15000US060371243003,1275,301,691,584,4022
15000US060371244001,1283,707,546,737,4023
15000US060371244002,1057,770,123,934,4024
15000US060371244003,2063,1472,276,1787,4025
15000US060371245001,1629,836,430,1199,4026
15000US060371245002,1506,745,516,990,4027
15000US060371246001,703,491,15,688,4028
15000US060371246002,1340,846,194,1146,4029
15000US060371246003,1186,884,159,1027,4030
15000US060371247001,763,568,152,611,4031
15000US060371247002,1345,974,194,1151,4032
15000US060371247003,1996,1441,361,1635,4033
