GEOID,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,OBJECTID
15000US060730141012,1780,831,586,1194,17031
15000US060730141021,2503,192,627,1876,17032
15000US060730141022,1514,273,1027,487,17033
15000US060730142001,2140,505,1020,1120,17034
15000US060730142002,1360,600,412,948,17035
15000US060730142003,1873,483,975,898,17036
15000US060730142004,910,570,258,652,17037
15000US060730143001,2418,705,1556,862,17038
15000US060730143002,1628,558,735,893,17039
15000US060730144001,1991,395,1070,921,17040
15000US060730144002,1937,234,838,1099,17041
15000US060730145001,1337,565,245,1092,17042
15000US060730145002,1564,470,544,1020,17043
15000US060730145003,1113,449,444,669,17044
15000US060730146011,2014,1453,303,1711,17045
15000US060730146012,2004,876,626,1378,17046
15000US060730146013,713,187,311,402,17047
15000US060730146021,1359,1091,210,1149,17048
15000US060730146022,1682,606,379,1303,17049
15000US060730146023,1934,1036,396,1538,17050
15000US060730147001,2644,1541,355,2289,17051
15000US060730147002,1602,627,758,844,17052
15000US060730147003,2261,1302,385,1876,17053
15000US060730147004,1537,1076,415,1122,17054
15000US060730148031,1774,728,900,874,17055
15000US060730148032,2136,1007,921,1215,17056
15000US060730148033,1186,842,181,1005,17057
15000US060730148041,909,644,263,646,17058
15000US060730148042,1934,1577,135,1799,17059
15000US060730148043,1057,559,228,829,17060
15000US060730148051,1110,652,317,793,17061
15000US060730148052,1752,994,442,1310,17062
15000US060730148053,1543,954,368,1175,17063
15000US060730148061,1253,551,507,746,17064
15000US060730148062,1484,912,416,1068,17065
15000US060730149011,1039,842,83,956,17066
15000US060730149012,2184,721,841,1343,17067
15000US060730149013,1383,1088,222,1161,17068
15000US060730149021,2656,1498,667,1989,17069
15000US060730149022,881,447,378,503,17070
15000US060730150001,1532,980,456,1076,17071
15000US060730150002,2856,1231,729,2127,17072
15000US060730150003,1213,632,93,1120,17073
15000US060730150004,888,537,274,614,17074
15000US060730151001,940,637,242,698,17075
15000US060730151002,1845,1015,462,1383,17076
15000US060730151003,1107,671,282,825,17077
15000US060730151004,1081,784,149,932,17078
15000US060730152001,1137,973,138,999,17079
15000US060730152002,1201,888,213,988,17080
15000US060730152003,665,480,47,618,17081
15000US060730152004,731,520,110,621,17082
15000US060730153011,1412,999,290,1122,17083
15000US060730153012,1736,848,340,1396,17084
15000US060730153021,2799,1752,645,2154,17085
15000US060730153022,1192,1070,88,1104,17086
15000US060730154031,1510,1243,112,1398,17087
15000US060730154032,1170,1052,79,1091,17088
15000US060730154041,2713,1823,724,1989,17089
15000US060730154042,1530,925,45,1485,17090
15000US060730154043,1831,1240,219,1612,17091
15000US060730154044,2275,1422,744,1531,17092
15000US060730154051,2441,1567,689,1752,17093
15000US060730154052,1355,1210,106,1249,17094
15000US060730154053,1865,1523,267,1598,17095
15000US060730154061,2714,1910,261,2453,17096
15000US060730155011,953,705,103,850,17097
15000US060730155012,2776,1850,681,2095,17098
15000US060730155013,1373,1155,206,1167,17099
15000US060730155021,1315,726,414,901,17100
15000US060730155022,1534,1202,275,1259,17101
15000US060730156011,2883,1481,1254,1629,17102
15000US060730156012,1814,1177,354,1460,17103
15000US060730156013,1472,815,477,995,17104
15000US060730156021,1169,898,200,969,17105
15000US060730156022,1136,875,179,957,17106
15000US060730157011,1128,416,602,526,17107
15000US060730157012,3175,1064,1193,1982,17108
15000US060730157013,2195,680,1039,1156,17109
15000US060730157031,1564,884,422,1142,17110
15000US060730157032,2425,1887,286,2139,17111
15000US060730157033,2803,1388,859,1944,17112
15000US060730157041,1794,945,621,1173,17113
15000US060730157042,2319,1058,862,1457,17114
15000US060730158011,2198,847,760,1438,17115
15000US060730158012,1223,386,617,606,17116
15000US060730158021,937,565,219,718,17117
15000US060730158022,2655,1473,805,1850,17118
15000US060730158023,1447,715,586,861,17119
15000US060730159011,2231,700,1238,993,17120
15000US060730159012,1415,417,775,640,17121
15000US060730159021,876,419,380,496,17122
15000US060730159022,1552,714,411,1141,17123
15000US060730159023,873,496,272,601,17124
15000US060730159024,2018,984,609,1409,17125
15000US060730160001,798,217,348,450,17126
15000US060730160002,1617,1052,352,1265,17127
15000US060730161001,2631,1939,374,2257,17128
15000US060730161002,2247,1455,207,2040,17129
15000US060730161003,1455,1010,243,1212,17130
15000US060730162011,2250,1685,345,1905,17131
15000US060730162012,1328,1075,220,1108,17132
15000US060730162013,1994,1587,96,1898,17133
15000US060730162021,903,521,241,662,17134
15000US060730162022,2464,1411,540,1924,17135
15000US060730163011,2312,1233,635,1677,17136
15000US060730163012,2913,1321,1201,1712,17137
15000US060730163021,1325,865,266,1059,17138
15000US060730163022,2471,1130,1041,1430,17139
15000US060730163023,2139,887,843,1296,17140
15000US060730164011,511,293,169,342,17141
15000US060730164012,2089,1407,501,1588,17142
15000US060730164013,2629,1896,484,2145,17143
15000US060730164021,2469,1895,409,2060,17144
15000US060730164022,306,266,25,281,17145
15000US060730164023,1692,425,631,1061,17146
15000US060730164024,1787,1127,579,1208,17147
15000US060730164025,1985,1190,684,1301,17148
15000US060730165021,760,484,42,718,17149
15000US060730165022,2090,1072,591,1499,17150
15000US060730165023,2241,1409,741,1500,17151
15000US060730165024,2177,1010,847,1330,17152
15000US060730165031,1693,750,605,1088,17153
15000US060730165032,1268,898,136,1132,17154
15000US060730165041,3106,993,1602,1504,17155
15000US060730165042,2960,1480,1017,1943,17156
15000US060730165043,1029,364,440,589,17157
15000US060730165044,412,142,195,217,17158
15000US060730166051,1964,1345,347,1617,17159
15000US060730166052,2831,2166,486,2345,17160
15000US060730166053,914,787,109,805,17161
15000US060730166054,1587,864,424,1163,17162
15000US060730166061,2029,1372,273,1756,17163
15000US060730166062,2037,1377,470,1567,17164
15000US060730166071,3056,2254,481,2575,17165
15000US060730166072,1655,1286,216,1439,17166
15000US060730166073,1802,1443,234,1568,17167
15000US060730166081,2647,2136,309,2338,17168
15000US060730166091,2206,1858,249,1957,17169
15000US060730166092,1107,954,99,1008,17170
15000US060730166093,2022,1220,603,1419,17171
15000US060730166101,2211,1372,548,1663,17172
15000US060730166102,1839,1463,82,1757,17173
15000US060730166121,2480,1992,387,2093,17174
15000US060730166122,730,478,161,569,17175
15000US060730166123,2702,1711,716,1986,17176
15000US060730166131,849,576,144,705,17177
15000US060730166132,1054,822,114,940,17178
15000US060730166141,2219,1842,188,2031,17179
15000US060730166142,1825,1208,370,1455,17180
15000US060730166151,3951,2458,915,3036,17181
15000US060730166161,1735,1125,415,1320,17182
15000US060730166162,2424,1773,420,2004,17183
15000US060730166171,1008,819,121,887,17184
15000US060730166172,2400,1500,582,1818,17185
15000US060730167011,8467,5817,1484,6983,17186
15000US060730167012,1389,992,201,1188,17187
15000US060730167021,1747,1424,199,1548,17188
15000US060730167022,2717,1492,896,1821,17189
15000US060730167023,656,576,80,576,17190
15000US060730167024,2148,1737,280,1868,17191
15000US060730168021,696,688,0,696,17192
15000US060730168022,2477,2032,351,2126,17193
15000US060730168023,1018,901,95,923,17194
15000US060730168024,3047,2807,176,2871,17195
15000US060730168041,2405,1550,651,1754,17196
15000US060730168042,1897,1326,452,1445,17197
15000US060730168043,1623,1057,313,1310,17198
15000US060730168044,1526,1100,395,1131,17199
15000US060730168061,1704,1199,477,1227,17200
15000US060730168062,1142,621,457,685,17201
15000US060730168063,1802,1267,363,1439,17202
15000US060730168071,796,682,44,752,17203
15000US060730168072,2222,1780,164,2058,17204
15000US060730168073,2624,1953,476,2148,17205
15000US060730168074,1413,1201,184,1229,17206
15000US060730168091,1148,827,148,1000,17207
15000US060730168092,1932,1439,282,1650,17208
15000US060730168093,2328,1813,286,2042,17209
15000US060730168101,2976,2486,302,2674,17210
15000US060730168111,2738,2011,626,2112,17211
15000US060730168112,1569,943,513,1056,17212
15000US060730169011,1850,1701,118,1732,17213
15000US060730169012,1213,872,205,1008,17214
15000US060730169013,1261,916,172,1089,17215
15000US060730169014,2472,1204,395,2077,17216
15000US060730169021,2591,1643,420,2171,17217
15000US060730170061,1561,1096,144,1417,17218
15000US060730170062,1287,1069,46,1241,17219
15000US060730170091,2389,1430,668,1721,17220
15000US060730170092,1679,834,522,1157,17221
15000US060730170101,1147,773,66,1081,17222
15000US060730170102,2057,1369,385,1672,17223
15000US060730170141,1257,1099,75,1182,17224
15000US060730170142,1190,1099,32,1158,17225
15000US060730170151,820,624,47,773,17226
15000US060730170152,794,479,242,552,17227
15000US060730170153,4809,2883,548,4261,17228
15000US060730170154,1395,986,65,1330,17229
15000US060730170181,2956,757,465,2491,17230
15000US060730170182,1846,1052,261,1585,17231
15000US060730170191,1497,1316,77,1420,17232
15000US060730170192,1413,1247,38,1375,17233
15000US060730170193,3067,2173,101,2966,17234
15000US060730170201,2493,1939,374,2119,17235
15000US060730170202,1260,1123,57,1203,17236
15000US060730170211,1360,1114,80,1280,17237
15000US060730170212,1350,1186,84,1266,17238
15000US060730170221,887,556,297,590,17239
15000US060730170222,716,495,23,693,17240
15000US060730170223,635,547,14,621,17241
15000US060730170224,1271,675,393,878,17242
15000US060730170225,993,756,36,957,17243
15000US060730170226,1310,883,44,1266,17244
15000US060730170291,6478,4437,828,5650,17245
15000US060730170292,2486,1956,392,2094,17246
15000US060730170301,15322,7616,1456,13866,17247
15000US060730170302,891,591,0,891,17248
15000US060730170303,816,721,10,806,17249
15000US060730170304,3180,1767,415,2765,17250
15000US060730170311,954,587,45,909,17251
15000US060730170312,763,589,47,716,17252
15000US060730170313,2137,1090,600,1537,17253
15000US060730170321,11636,4970,1127,10509,17254
15000US060730170322,2420,1576,0,2420,17255
15000US060730170331,1543,577,306,1237,17256
15000US060730170332,745,616,72,673,17257
15000US060730170333,2535,1292,163,2372,17258
15000US060730170341,2498,1287,473,2025,17259
15000US060730170342,923,634,48,875,17260
15000US060730170343,1870,1192,231,1639,17261
15000US060730170351,1017,647,116,901,17262
15000US060730170352,696,437,70,626,17263
15000US060730170353,1180,576,68,1112,17264
15000US060730170361,1331,501,102,1229,17265
15000US060730170362,967,518,79,888,17266
15000US060730170363,1278,602,116,1162,17267
15000US060730170371,1848,1143,181,1667,17268
15000US060730170372,1179,644,414,765,17269
15000US060730170373,2101,816,365,1736,17270
15000US060730170374,749,418,68,681,17271
15000US060730170391,633,421,28,605,17272
15000US060730170392,3742,1879,305,3437,17273
15000US060730170393,3107,1414,599,2508,17274
15000US060730170401,2081,1423,298,1783,17275
15000US060730170402,1274,899,82,1192,17276
15000US060730170403,1512,377,345,1167,17277
15000US060730170411,2212,1930,237,1975,17278
15000US060730170412,1714,1093,355,1359,17279
15000US060730170413,775,611,38,737,17280
15000US060730170414,1357,852,210,1147,17281
15000US060730170421,3495,1722,391,3104,17282
15000US060730170422,1743,840,239,1504,17283
15000US060730170423,2422,1359,23,2399,17284
15000US060730170431,3855,1786,524,3331,17285
15000US060730170432,2756,1157,462,2294,17286
15000US060730170441,2558,1175,192,2366,17287
15000US060730170442,3147,1744,282,2865,17288
15000US060730170451,2778,1542,149,2629,17289
15000US060730170461,2493,1665,54,2439,17290
15000US060730170462,1187,773,160,1027,17291
15000US060730170471,1567,943,111,1456,17292
15000US060730170472,1127,784,146,981,17293
15000US060730170473,1358,1123,89,1269,17294
15000US060730170481,2750,728,1474,1276,17295
15000US060730170482,1524,953,255,1269,17296
15000US060730170483,2324,1200,457,1867,17297
15000US060730170484,831,365,201,630,17298
15000US060730170491,1078,866,84,994,17299
15000US060730170492,2188,974,895,1293,17300
15000US060730170501,1530,975,159,1371,17301
15000US060730170502,1733,907,498,1235,17302
15000US060730170511,1304,778,31,1273,17303
15000US060730170512,1086,603,188,898,17304
15000US060730170513,2180,1334,175,2005,17305
15000US060730170521,1866,975,388,1478,17306
15000US060730170522,1966,1183,168,1798,17307
15000US060730170523,1386,614,67,1319,17308
15000US060730170531,1571,1335,80,1491,17309
15000US060730170532,1737,1359,214,1523,17310
15000US060730170541,1556,812,245,1311,17311
15000US060730170542,800,633,80,720,17312
15000US060730170543,994,652,248,746,17313
15000US060730170544,2534,2029,193,2341,17314
15000US060730170551,1342,917,140,1202,17315
15000US060730170552,1910,1232,113,1797,17316
15000US060730170553,2046,804,166,1880,17317
15000US060730170561,2529,1404,380,2149,17318
15000US060730170562,1937,1038,188,1749,17319
15000US060730171041,1940,1725,65,1875,17320
15000US060730171042,1899,1471,352,1547,17321
15000US060730171061,1674,1467,154,1520,17322
15000US060730171062,1314,1136,105,1209,17323
15000US060730171063,1115,1001,84,1031,17324
15000US060730171064,764,625,70,694,17325
15000US060730171071,1706,1413,146,1560,17326
15000US060730171072,1149,950,55,1094,17327
15000US060730171081,803,659,22,781,17328
15000US060730171082,1490,1260,70,1420,17329
15000US060730171083,1602,1093,398,1204,17330
15000US060730171084,967,830,46,921,17331
15000US060730171091,2656,2440,90,2566,17332
15000US060730171092,1329,960,196,1133,17333
15000US060730171093,761,554,19,742,17334
15000US060730171094,1829,1477,100,1729,17335
15000US060730171101,1832,1665,135,1697,17336
15000US060730171102,7596,5222,1551,6045,17337
15000US060730171103,1949,1728,2,1947,17338
15000US060730172001,1355,1331,0,1355,17339
15000US060730172002,1095,1012,83,1012,17340
15000US060730172003,982,734,139,843,17341
15000US060730172004,880,762,99,781,17342
15000US060730173031,958,850,33,925,17343
15000US060730173032,1348,1238,83,1265,17344
15000US060730173033,546,441,70,476,17345
15000US060730173041,1268,953,251,1017,17346
15000US060730173042,1706,862,674,1032,17347
15000US060730173043,1306,1153,79,1227,17348
15000US060730173044,1952,1532,334,1618,17349
15000US060730173051,1149,1021,6,1143,17350
15000US060730173052,570,534,0,570,17351
15000US060730173053,1211,1023,36,1175,17352
15000US060730173061,1750,1418,202,1548,17353
15000US060730173062,1014,715,32,982,17354
15000US060730174011,2143,1978,68,2075,17355
15000US060730174012,1453,1176,78,1375,17356
15000US060730174013,1523,1410,53,1470,17357
15000US060730174014,1072,992,12,1060,17358
15000US060730174031,1130,730,71,1059,17359
15000US060730174032,1223,1160,0,1223,17360
15000US060730174033,1451,1350,26,1425,17361
15000US060730174034,1394,1158,236,1158,17362
15000US060730174041,1421,1004,350,1071,17363
15000US060730174042,1027,788,103,924,17364
15000US060730174043,2240,1728,377,1863,17365
15000US060730174044,1608,1472,123,1485,17366
15000US060730174045,795,708,50,745,17367
15000US060730175011,543,482,35,508,17368
15000US060730175012,1159,854,194,965,17369
15000US060730175013,1198,970,135,1063,17370
15000US060730175021,1160,633,462,698,17371
15000US060730175022,1291,942,202,1089,17372
15000US060730175023,1363,702,616,747,17373
15000US060730176011,1231,851,33,1198,17374
15000US060730176012,2143,1571,325,1818,17375
15000US060730176013,2223,2062,75,2148,17376
15000US060730176031,1129,849,249,880,17377
15000US060730176032,1437,880,423,1014,17378
15000US060730176041,3593,2363,610,2983,17379
15000US060730176042,2109,1672,269,1840,17380
15000US060730176043,1456,1058,176,1280,17381
15000US060730177011,733,688,0,733,17382
15000US060730177012,1604,1210,253,1351,17383
15000US060730177013,967,908,27,940,17384
15000US060730177014,1969,1346,586,1383,17385
15000US060730177021,1105,940,144,961,17386
15000US060730177022,1059,923,112,947,17387
15000US060730177023,943,826,76,867,17388
15000US060730178011,1059,873,173,886,17389
15000US060730178012,991,742,249,742,17390
15000US060730178013,1981,1710,117,1864,17391
15000US060730178014,2467,1119,560,1907,17392
15000US060730178081,1192,1143,30,1162,17393
15000US060730178082,2269,1650,434,1835,17394
15000US060730178083,1147,1041,36,1111,17395
15000US060730178084,1634,1279,80,1554,17396
15000US060730178091,2431,1917,313,2118,17397
15000US060730178101,1971,1590,213,1758,17398
15000US060730178102,2811,2530,183,2628,17399
15000US060730178111,1340,996,294,1046,17400
15000US060730178112,3104,2170,292,2812,17401
15000US060730178113,1975,1515,129,1846,17402
15000US060730178114,1042,700,291,751,17403
15000US060730178131,1953,1651,185,1768,17404
15000US060730178132,2442,2001,221,2221,17405
15000US060730179001,2148,1465,501,1647,17406
15000US060730179002,1121,759,194,927,17407
15000US060730179003,1060,446,531,529,17408
15000US060730179004,1888,757,1130,758,17409
15000US060730179005,873,681,163,710,17410
15000US060730180001,703,629,68,635,17411
15000US060730180002,2058,1838,110,1948,17412
15000US060730180003,513,399,35,478,17413
15000US060730181001,2231,1369,771,1460,17414
15000US060730181002,981,845,118,863,17415
15000US060730181003,895,718,80,815,17416
15000US060730181004,831,606,170,661,17417
15000US060730181005,656,451,148,508,17418
15000US060730181006,990,732,197,793,17419
15000US060730182001,1696,941,578,1118,17420
15000US060730182002,1100,504,520,580,17421
15000US060730182003,1709,562,996,713,17422
15000US060730182004,2114,284,1803,311,17423
15000US060730182005,1008,390,438,570,17424
15000US060730183001,679,540,60,619,17425
15000US060730183002,714,437,215,499,17426
15000US060730183003,620,463,124,496,17427
15000US060730183004,476,466,10,466,17428
15000US060730184001,1254,736,453,801,17429
15000US060730184002,773,369,317,456,17430
15000US060730184003,1169,455,422,747,17431
15000US060730185041,1232,931,270,962,17432
15000US060730185042,1696,1110,366,1330,17433
15000US060730185043,2150,924,637,1513,17434
15000US060730185044,1979,1528,77,1902,17435
15000US060730185071,1760,498,1026,734,17436
15000US060730185072,3021,686,1913,1108,17437
15000US060730185073,751,435,194,557,17438
15000US060730185074,3291,1507,643,2648,17439
15000US060730185091,1365,161,951,414,17440
15000US060730185092,1690,466,942,748,17441
15000US060730185093,1154,213,698,456,17442
15000US060730185094,553,348,106,447,17443
15000US060730185101,990,697,101,889,17444
15000US060730185102,2278,414,1708,570,17445
15000US060730185111,857,698,97,760,17446
15000US060730185112,684,442,198,486,17447
15000US060730185113,566,412,59,507,17448
15000US060730185114,2587,846,1202,1385,17449
15000US060730185121,1595,1092,391,1204,17450
15000US060730185122,1264,659,379,885,17451
15000US060730185123,842,687,104,738,17452
15000US060730185131,2556,1357,719,1837,17453
15000US060730185132,5213,2904,1122,4091,17454
15000US060730185133,1622,1061,362,1260,17455
15000US060730185141,3743,1665,1034,2709,17456
15000US060730185142,2480,1035,845,1635,17457
15000US060730185143,2087,1331,361,1726,17458
15000US060730185151,581,521,13,568,17459
15000US060730185152,4233,2619,728,3505,17460
15000US060730185161,2527,1565,514,2013,17461
15000US060730185162,1387,430,805,582,17462
15000US060730185171,2009,1008,868,1141,17463
15000US060730185172,2897,1730,603,2294,17464
15000US060730185181,1541,309,1087,454,17465
15000US060730185182,1840,471,1026,814,17466
15000US060730185191,1688,644,688,1000,17467
15000US060730185192,2669,400,1948,721,17468
15000US060730185193,1562,225,1274,288,17469
15000US060730186011,1246,780,398,848,17470
15000US060730186012,3703,2116,804,2899,17471
15000US060730186031,1731,578,968,763,17472
15000US060730186032,1894,694,1043,851,17473
15000US060730186033,1982,418,974,1008,17474
15000US060730186034,1038,256,720,318,17475
15000US060730186081,2107,1162,504,1603,17476
15000US060730186082,1117,547,466,651,17477
15000US060730186091,2356,958,751,1605,17478
15000US060730186092,1555,569,776,779,17479
15000US060730186093,2431,137,1885,546,17480
15000US060730186101,2347,1114,804,1543,17481
15000US060730186102,899,96,648,251,17482
15000US060730186103,1450,361,712,738,17483
15000US060730186104,3325,330,2398,927,17484
15000US060730186111,1249,1153,35,1214,17485
15000US060730186112,5220,2781,1347,3873,17486
15000US060730186113,2189,767,781,1408,17487
15000US060730186121,2235,1537,427,1808,17488
15000US060730186122,1704,743,817,887,17489
15000US060730186131,3094,1381,990,2104,17490
15000US060730186132,637,239,307,330,17491
15000US060730186141,1414,636,539,875,17492
15000US060730186142,1600,517,479,1121,17493
15000US060730186143,3081,1216,1268,1813,17494
15000US060730187001,40616,24707,9171,31445,17495
15000US060730188011,1644,1329,240,1404,17496
15000US060730188012,2054,1466,558,1496,17497
15000US060730188021,1538,1188,109,1429,17498
15000US060730188022,1543,1239,143,1400,17499
15000US060730188023,1175,797,199,976,17500
15000US060730188024,1495,1340,42,1453,17501
15000US060730188025,2390,1811,542,1848,17502
15000US060730188031,485,335,112,373,17503
15000US060730188032,931,514,286,645,17504
15000US060730188033,3363,2181,763,2600,17505
15000US060730189031,1289,891,387,902,17506
15000US060730189032,819,717,31,788,17507
15000US060730189033,2148,549,1491,657,17508
15000US060730189034,760,387,319,441,17509
15000US060730189041,1235,216,907,328,17510
15000US060730189042,936,227,679,257,17511
15000US060730189043,1260,569,489,771,17512
15000US060730189044,2835,1479,1266,1569,17513
15000US060730189051,2864,697,1798,1066,17514
15000US060730189052,1205,129,1053,152,17515
15000US060730189053,2767,1437,1171,1596,17516
15000US060730189061,2780,645,2027,753,17517
15000US060730189062,1147,480,444,703,17518
15000US060730189063,2363,1626,624,1739,17519
15000US060730190011,1130,691,405,725,17520
15000US060730190012,2077,1492,444,1633,17521
15000US060730190013,3371,2391,342,3029,17522
15000US060730190021,1692,929,691,1001,17523
15000US060730191011,1379,193,257,1122,17524
15000US060730191012,878,262,560,318,17525
15000US060730191013,4057,2547,1269,2788,17526
15000US060730191014,1132,330,432,700,17527
15000US060730191031,1237,1060,177,1060,17528
15000US060730191032,2523,1947,162,2361,17529
15000US060730191033,1591,1432,159,1432,17530
15000US060730191051,985,590,355,630,17531
15000US060730191052,2968,2396,183,2785,17532
15000US060730191053,2727,2442,170,2557,17533
15000US060730191061,3140,1418,982,2158,17534
15000US060730191062,1441,1025,345,1096,17535
15000US060730191063,2400,1302,647,1753,17536
15000US060730191064,1995,1168,761,1234,17537
15000US060730191071,1885,1274,408,1477,17538
15000US060730192031,657,493,139,518,17539
15000US060730192032,2060,1337,551,1509,17540
15000US060730192051,1052,422,582,470,17541
15000US060730192052,3240,1006,1761,1479,17542
15000US060730192053,1521,382,1102,419,17543
15000US060730192054,829,312,308,521,17544
15000US060730192061,2703,196,2473,230,17545
15000US060730192062,2334,667,1413,921,17546
15000US060730192063,1264,262,843,421,17547
15000US060730192071,3305,2276,505,2800,17548
15000US060730192072,2425,1085,1126,1299,17549
15000US060730192073,2287,308,1951,336,17550
15000US060730192074,1280,408,833,447,17551
15000US060730192081,971,637,269,702,17552
15000US060730192082,2242,1575,535,1707,17553
15000US060730193011,1296,1152,116,1180,17554
15000US060730193012,2570,1696,391,2179,17555
15000US060730193013,3280,1713,1135,2145,17556
15000US060730193021,988,666,286,702,17557
15000US060730193022,2155,1481,304,1851,17558
15000US060730193023,2755,884,1390,1365,17559
15000US060730193024,1740,1093,398,1342,17560
15000US060730193031,2547,1530,740,1807,17561
15000US060730193032,2307,788,1141,1166,17562
15000US060730193033,2328,1480,741,1587,17563
15000US060730194031,3387,1508,1319,2068,17564
15000US060730194032,1823,230,1456,367,17565
15000US060730194033,424,213,97,327,17566
15000US060730194041,1267,358,758,509,17567
15000US060730194042,2045,387,1557,488,17568
15000US060730194051,993,417,419,574,17569
15000US060730194052,1588,234,1229,359,17570
15000US060730194053,1466,712,658,808,17571
15000US060730194061,1250,616,553,697,17572
15000US060730194062,2227,1042,942,1285,17573
15000US060730194063,1437,702,658,779,17574
15000US060730195011,2138,143,1922,216,17575
15000US060730195012,1495,227,1111,384,17576
15000US060730195021,2396,121,2256,140,17577
15000US060730195022,2271,164,2098,173,17578
15000US060730195023,1201,282,868,333,17579
15000US060730195031,2207,454,1609,598,17580
15000US060730195032,1150,423,711,439,17581
15000US060730195033,1835,553,961,874,17582
15000US060730196011,1872,875,985,887,17583
15000US060730196012,1300,995,269,1031,17584
15000US060730196013,2367,1335,923,1444,17585
15000US060730196014,1020,845,50,970,17586
15000US060730196021,994,717,190,804,17587
15000US060730196022,2191,1472,601,1590,17588
15000US060730196023,1816,450,1017,799,17589
15000US060730197011,3291,1875,770,2521,17590
15000US060730197012,2536,827,1155,1381,17591
15000US060730197013,981,750,57,924,17592
15000US060730197021,710,401,232,478,17593
15000US060730197022,1178,600,520,658,17594
15000US060730197023,1183,897,187,996,17595
15000US060730197024,1892,1264,591,1301,17596
15000US060730198031,1995,1483,267,1728,17597
15000US060730198032,1811,1367,128,1683,17598
15000US060730198033,844,510,284,560,17599
15000US060730198041,1672,1232,288,1384,17600
15000US060730198042,1252,1098,110,1142,17601
15000US060730198043,1586,1286,168,1418,17602
15000US060730198051,2608,1011,1436,1172,17603
15000US060730198052,782,372,326,456,17604
15000US060730198053,527,325,174,353,17605
15000US060730198061,3050,2127,554,2496,17606
15000US060730198062,658,658,0,658,17607
15000US060730198063,4859,3018,1140,3719,17608
15000US060730198064,3808,2713,466,3342,17609
15000US060730198081,911,814,92,819,17610
15000US060730198082,2035,998,481,1554,17611
15000US060730198083,1693,1565,56,1637,17612
15000US060730198091,1572,1185,173,1399,17613
15000US060730198092,1608,1154,158,1450,17614
15000US060730198093,1012,824,137,875,17615
15000US060730199021,3073,1889,954,2119,17616
15000US060730199022,1117,372,685,432,17617
15000US060730199031,2381,1506,809,1572,17618
15000US060730199032,2308,1333,803,1505,17619
15000US060730199041,3100,2279,496,2604,17620
15000US060730199042,1310,842,240,1070,17621
15000US060730199043,2594,1464,546,2048,17622
15000US060730199051,1150,921,138,1012,17623
15000US060730199052,2615,1618,673,1942,17624
15000US060730199053,479,338,23,456,17625
15000US060730200131,7139,4814,1206,5933,17626
15000US060730200132,4113,2041,649,3464,17627
15000US060730200133,2558,1755,211,2347,17628
15000US060730200141,1296,1234,14,1282,17629
15000US060730200142,2611,1673,186,2425,17630
15000US060730200143,1889,1618,160,1729,17631
15000US060730200144,1775,1210,306,1469,17632
15000US060730200151,2253,1779,101,2152,17633
15000US060730200152,2475,2084,109,2366,17634
15000US060730200161,2193,1781,54,2139,17635
15000US060730200162,1909,1642,51,1858,17636
15000US060730200163,3079,2717,163,2916,17637
15000US060730200164,1250,892,260,990,17638
15000US060730200165,1147,936,164,983,17639
15000US060730200171,1472,896,465,1007,17640
15000US060730200172,1286,340,757,529,17641
15000US060730200173,674,220,363,311,17642
15000US060730200181,1450,226,792,658,17643
15000US060730200182,1561,225,1327,234,17644
15000US060730200183,1851,223,1572,279,17645
15000US060730200184,3234,1150,1676,1558,17646
15000US060730200191,2058,1637,273,1785,17647
15000US060730200192,2101,800,923,1178,17648
15000US060730200193,2869,1727,936,1933,17649
15000US060730200201,4770,2150,1311,3459,17650
15000US060730200202,2838,1444,525,2313,17651
15000US060730200211,3239,805,1706,1533,17652
15000US060730200212,1907,202,1500,407,17653
15000US060730200213,1098,343,465,633,17654
15000US060730200221,2689,1924,226,2463,17655
15000US060730200222,1641,1144,273,1368,17656
15000US060730200223,3672,1084,2130,1542,17657
15000US060730200231,2658,1425,921,1737,17658
15000US060730200232,1479,1048,230,1249,17659
15000US060730200241,1979,1258,412,1567,17660
15000US060730200242,930,482,383,547,17661
15000US060730200243,1294,479,607,687,17662
15000US060730200251,1542,733,363,1179,17663
15000US060730200252,1591,718,751,840,17664
15000US060730200253,2042,1085,693,1349,17665
15000US060730200261,827,653,114,713,17666
15000US060730200262,2176,1197,491,1685,17667
15000US060730200263,1384,890,216,1168,17668
15000US060730200271,12052,8464,1285,10767,17669
15000US060730200272,820,586,101,719,17670
15000US060730200273,2857,1968,775,2082,17671
15000US060730200281,1976,54,1880,96,17672
15000US060730200282,2250,264,1894,356,17673
15000US060730200291,2304,1067,1018,1286,17674
15000US060730200292,755,296,334,421,17675
15000US060730200293,2705,149,2297,408,17676
15000US060730201031,4173,2098,1311,2862,17677
15000US060730201032,2277,1119,842,1435,17678
15000US060730201033,3452,2423,753,2699,17679
15000US060730201034,907,655,191,716,17680
15000US060730201051,1195,794,212,983,17681
15000US060730201052,2818,1320,1093,1725,17682
15000US060730201061,2138,1117,737,1401,17683
15000US060730201062,1443,325,1047,396,17684
15000US060730201071,2041,1243,462,1579,17685
15000US060730201072,2084,713,1288,796,17686
15000US060730201081,1748,116,1554,194,17687
15000US060730201082,1209,556,546,663,17688
15000US060730201083,1710,246,1346,364,17689
15000US060730201084,1355,340,831,524,17690
15000US060730201091,1030,352,625,405,17691
